Customer_id,age,job,marital,education,default,housing,loan,Region_Code,State_Code,City_Code
5987,35,blue-collar,married,unknown,no,no,no,3,S36,C414
5988,25,blue-collar,married,basic.9y,no,no,no,3,S36,C414
5989,27,admin.,single,unknown,no,yes,no,3,S36,C414
5990,35,blue-collar,married,basic.4y,unknown,no,no,3,S36,C414
5991,49,services,married,high.school,unknown,yes,no,4,S2,C2
5992,46,blue-collar,married,unknown,no,no,no,4,S2,C2
5993,32,blue-collar,married,basic.6y,no,yes,no,4,S2,C2
5994,48,admin.,single,high.school,no,yes,no,2,S25,C39
5995,30,technician,single,university.degree,unknown,no,no,2,S25,C39
5996,30,technician,married,university.degree,no,yes,no,2,S25,C39
5997,49,retired,married,basic.4y,no,no,no,2,S25,C39
5998,50,blue-collar,married,basic.6y,unknown,no,no,2,S25,C39
5999,33,services,married,basic.4y,no,no,no,4,S46,C461
6000,45,blue-collar,married,basic.6y,unknown,no,no,4,S46,C461
6001,48,retired,married,basic.4y,no,no,no,4,S46,C461
6002,55,admin.,divorced,university.degree,no,yes,no,4,S17,C43
6003,54,technician,married,professional.course,no,no,no,4,S17,C43
6004,38,blue-collar,married,basic.9y,no,yes,no,3,S3,C101
6005,45,admin.,married,high.school,no,no,no,4,S2,C2
6006,43,blue-collar,married,basic.4y,unknown,no,no,2,S16,C22
6007,31,technician,married,university.degree,no,no,yes,2,S32,C218
6008,45,technician,married,high.school,no,no,no,3,S21,C160
6009,44,technician,single,high.school,no,no,no,4,S2,C2
6010,36,blue-collar,married,basic.9y,no,yes,no,4,S2,C2
6011,33,blue-collar,married,basic.9y,no,no,no,4,S2,C2
6012,30,services,single,basic.9y,no,no,no,4,S2,C2
6013,31,blue-collar,married,basic.4y,no,yes,no,4,S2,C2
6014,27,blue-collar,married,basic.9y,no,no,no,4,S2,C2
6015,54,admin.,married,high.school,no,unknown,unknown,4,S2,C2
6016,39,admin.,single,high.school,no,yes,no,4,S2,C2
6017,33,admin.,married,university.degree,no,no,no,4,S2,C2
6018,44,technician,married,professional.course,unknown,yes,yes,4,S2,C2
6019,42,unemployed,single,basic.4y,unknown,yes,no,4,S2,C2
6020,55,admin.,married,basic.9y,no,no,no,2,S25,C39
6021,40,services,married,basic.6y,unknown,yes,no,3,S29,C462
6022,51,entrepreneur,married,basic.9y,no,no,yes,3,S29,C462
6023,29,management,single,university.degree,no,no,no,1,S6,C445
6024,33,blue-collar,single,basic.9y,no,no,no,2,S35,C206
6025,46,blue-collar,married,professional.course,no,no,no,2,S25,C153
6026,31,blue-collar,married,basic.9y,no,no,no,2,S25,C153
6027,41,admin.,married,basic.9y,unknown,no,no,4,S5,C5
6028,52,services,married,unknown,unknown,no,no,4,S5,C5
6029,49,management,divorced,university.degree,unknown,no,yes,3,S4,C109
6030,46,housemaid,married,basic.4y,unknown,no,no,4,S2,C2
6031,29,services,married,high.school,unknown,no,no,3,S3,C101
6032,42,retired,married,basic.9y,unknown,yes,no,2,S39,C463
6033,39,housemaid,married,university.degree,no,yes,no,2,S16,C21
6034,45,admin.,married,basic.9y,no,yes,no,4,S2,C2
6035,44,management,married,basic.9y,unknown,no,no,1,S6,C239
6036,36,admin.,single,high.school,no,no,yes,1,S6,C239
6037,43,management,married,basic.6y,unknown,no,no,3,S1,C431
6038,42,technician,married,basic.9y,no,yes,no,3,S1,C431
6039,39,blue-collar,married,basic.6y,no,yes,no,3,S1,C431
6040,35,services,divorced,professional.course,no,yes,yes,3,S1,C431
6041,30,blue-collar,single,basic.9y,unknown,no,no,4,S2,C2
6042,34,blue-collar,married,basic.4y,no,yes,no,4,S2,C2
6043,39,admin.,married,basic.6y,unknown,no,no,4,S17,C137
6044,55,retired,divorced,professional.course,no,no,yes,3,S19,C290
6045,29,blue-collar,single,professional.course,no,no,no,3,S19,C290
6046,53,technician,married,professional.course,unknown,no,no,4,S17,C94
6047,31,admin.,married,high.school,no,no,no,1,S12,C32
6048,59,retired,divorced,basic.9y,unknown,no,yes,3,S3,C101
6049,43,technician,divorced,unknown,no,no,no,3,S3,C101
6050,33,admin.,married,high.school,no,yes,no,1,S6,C13
6051,36,blue-collar,married,basic.9y,unknown,no,no,1,S7,C159
6052,31,technician,married,professional.course,no,no,no,1,S7,C159
6053,31,admin.,divorced,university.degree,unknown,no,no,2,S25,C153
6054,40,admin.,single,university.degree,no,no,no,2,S25,C153
6055,47,blue-collar,married,basic.4y,no,no,no,2,S25,C153
6056,42,admin.,single,university.degree,no,no,no,1,S6,C381
6057,35,blue-collar,divorced,basic.4y,no,yes,yes,1,S6,C381
6058,24,services,married,high.school,no,yes,no,2,S16,C21
6059,55,unemployed,married,basic.4y,unknown,yes,no,2,S16,C21
6060,49,blue-collar,married,basic.4y,no,yes,no,2,S10,C11
6061,36,services,married,high.school,no,yes,no,2,S16,C31
6062,34,blue-collar,married,basic.9y,no,yes,no,2,S16,C31
6063,28,services,single,high.school,no,no,no,4,S2,C71
6064,50,technician,married,professional.course,unknown,yes,yes,4,S2,C71
6065,27,blue-collar,married,basic.9y,unknown,yes,no,4,S2,C71
6066,42,blue-collar,married,basic.4y,no,yes,no,2,S10,C11
6067,52,blue-collar,single,basic.4y,no,unknown,unknown,3,S19,C464
6068,34,admin.,married,high.school,no,no,no,4,S2,C81
6069,39,services,married,high.school,no,no,no,4,S2,C81
6070,27,blue-collar,married,basic.9y,unknown,yes,no,4,S2,C81
6071,50,management,married,university.degree,no,yes,no,2,S10,C11
6072,27,management,single,university.degree,no,no,yes,1,S6,C90
6073,33,services,single,basic.6y,unknown,yes,no,1,S6,C90
6074,49,blue-collar,married,basic.4y,unknown,no,no,1,S6,C90
6075,51,unemployed,married,basic.9y,unknown,yes,no,4,S2,C2
6076,46,blue-collar,married,basic.9y,unknown,no,no,4,S2,C2
6077,32,admin.,divorced,university.degree,no,no,no,2,S16,C21
6078,53,technician,married,professional.course,unknown,yes,yes,2,S16,C21
6079,41,blue-collar,divorced,basic.6y,no,no,no,2,S16,C21
6080,46,retired,married,basic.4y,no,no,no,2,S16,C21
6081,30,services,married,unknown,no,yes,yes,1,S6,C13
6082,32,admin.,married,university.degree,no,yes,yes,1,S6,C271
6083,31,services,single,high.school,unknown,no,no,1,S6,C13
6084,46,blue-collar,married,basic.9y,unknown,no,no,1,S6,C13
6085,46,blue-collar,married,basic.9y,unknown,yes,no,1,S6,C13
6086,54,retired,married,basic.4y,unknown,no,no,1,S6,C13
6087,31,unemployed,single,professional.course,no,no,no,1,S6,C13
6088,34,blue-collar,married,basic.4y,no,no,no,4,S2,C117
6089,41,admin.,married,high.school,no,no,no,3,S33,C186
6090,33,admin.,married,high.school,no,no,no,4,S23,C432
6091,36,technician,married,professional.course,unknown,yes,no,2,S16,C21
6092,37,blue-collar,single,basic.9y,no,no,yes,2,S16,C21
6093,25,self-employed,single,university.degree,no,no,no,2,S16,C21
6094,56,services,married,basic.9y,unknown,no,no,2,S16,C21
6095,29,services,married,basic.9y,no,yes,no,2,S16,C21
6096,28,services,single,high.school,no,no,no,2,S16,C21
6097,35,entrepreneur,married,high.school,no,no,no,2,S16,C21
6098,46,housemaid,married,basic.4y,no,yes,no,2,S16,C21
6099,36,blue-collar,married,basic.9y,no,no,no,2,S16,C21
6100,49,blue-collar,married,basic.9y,unknown,no,yes,2,S16,C21
6101,28,management,single,university.degree,no,no,no,2,S16,C21
6102,32,technician,single,university.degree,no,no,no,2,S16,C21
6103,40,services,married,high.school,unknown,yes,no,2,S16,C21
6104,41,services,married,basic.9y,no,yes,no,2,S16,C21
6105,41,blue-collar,married,basic.6y,no,yes,no,2,S10,C11
6106,34,blue-collar,divorced,professional.course,no,unknown,unknown,3,S3,C101
6107,34,services,single,basic.9y,unknown,yes,yes,1,S6,C56
6108,42,admin.,married,university.degree,unknown,no,no,1,S6,C56
6109,30,management,single,university.degree,no,no,yes,1,S11,C23
6110,38,housemaid,married,basic.6y,unknown,yes,yes,1,S11,C23
6111,28,blue-collar,single,basic.9y,no,no,no,2,S25,C216
6112,35,blue-collar,married,basic.9y,no,no,no,2,S25,C216
6113,34,technician,married,university.degree,no,no,no,2,S25,C216
6114,59,entrepreneur,married,basic.9y,no,yes,yes,2,S25,C216
6115,42,blue-collar,married,basic.4y,unknown,no,no,2,S25,C216
6116,32,blue-collar,married,high.school,unknown,yes,no,4,S2,C465
6117,28,admin.,single,unknown,no,yes,no,2,S16,C21
6118,31,services,married,high.school,unknown,no,no,2,S16,C21
6119,55,technician,married,professional.course,unknown,no,no,4,S22,C25
6120,36,blue-collar,married,basic.4y,unknown,no,yes,4,S22,C25
6121,37,admin.,single,university.degree,no,no,no,4,S22,C25
6122,42,technician,single,basic.9y,no,yes,no,4,S22,C25
6123,43,technician,single,professional.course,no,yes,no,1,S11,C23
6124,36,technician,married,university.degree,no,no,no,1,S6,C386
6125,25,blue-collar,married,basic.9y,no,yes,no,4,S2,C2
6126,49,housemaid,married,basic.4y,unknown,yes,no,4,S2,C2
6127,51,blue-collar,divorced,basic.4y,no,yes,no,4,S2,C2
6128,49,blue-collar,married,basic.4y,unknown,yes,no,2,S16,C21
6129,37,entrepreneur,married,high.school,no,yes,no,4,S2,C9
6130,35,admin.,single,university.degree,no,no,yes,3,S18,C174
6131,28,admin.,single,university.degree,unknown,no,yes,3,S18,C174
6132,39,blue-collar,married,basic.4y,unknown,yes,no,2,S16,C21
6133,39,entrepreneur,divorced,high.school,no,no,no,3,S19,C466
6134,46,blue-collar,single,professional.course,no,no,no,4,S2,C2
6135,57,retired,married,basic.9y,unknown,no,no,4,S2,C375
6136,27,admin.,married,high.school,unknown,no,no,1,S6,C393
6137,52,admin.,married,high.school,no,no,no,1,S6,C393
6138,42,technician,married,professional.course,no,yes,no,3,S3,C390
6139,30,management,single,university.degree,no,no,yes,4,S2,C9
6140,52,blue-collar,married,basic.9y,no,yes,no,4,S2,C467
6141,36,admin.,married,high.school,no,yes,no,2,S30,C92
6142,25,technician,single,professional.course,no,yes,no,2,S30,C92
6143,56,blue-collar,married,basic.4y,unknown,no,no,2,S30,C92
6144,25,blue-collar,married,basic.9y,no,no,no,2,S30,C92
6145,33,admin.,divorced,university.degree,no,no,no,1,S9,C156
6146,53,management,married,basic.4y,unknown,no,no,4,S2,C50
6147,33,admin.,divorced,university.degree,no,yes,no,4,S2,C9
6148,43,entrepreneur,married,university.degree,no,no,yes,4,S2,C9
6149,42,blue-collar,married,basic.4y,unknown,yes,no,4,S2,C9
6150,32,blue-collar,married,basic.6y,no,yes,no,4,S2,C86
6151,51,admin.,divorced,university.degree,no,unknown,unknown,3,S33,C39
6152,25,blue-collar,single,high.school,no,no,no,4,S2,C9
6153,40,blue-collar,married,basic.4y,no,yes,no,4,S2,C2
6154,45,blue-collar,married,basic.6y,unknown,yes,no,2,S10,C11
6155,34,admin.,married,university.degree,no,no,yes,2,S10,C11
6156,36,entrepreneur,married,university.degree,no,no,no,2,S10,C11
6157,34,technician,married,basic.9y,no,no,no,2,S10,C11
6158,35,services,divorced,high.school,no,no,yes,1,S27,C252
6159,44,blue-collar,single,basic.4y,unknown,no,no,1,S27,C252
6160,37,unemployed,married,university.degree,unknown,unknown,unknown,4,S2,C2
6161,31,services,married,university.degree,unknown,yes,no,3,S3,C122
6162,29,blue-collar,married,basic.9y,no,no,no,3,S3,C122
6163,39,management,married,university.degree,no,yes,no,3,S3,C122
6164,41,blue-collar,married,basic.4y,no,no,yes,3,S3,C122
6165,25,services,married,high.school,no,yes,no,3,S3,C122
6166,50,management,married,university.degree,no,no,yes,3,S3,C122
6167,26,blue-collar,single,basic.9y,unknown,yes,no,3,S3,C122
6168,37,services,married,high.school,no,no,no,1,S6,C13
6169,43,blue-collar,single,unknown,unknown,no,no,4,S2,C2
6170,28,self-employed,married,professional.course,no,yes,yes,3,S18,C25
6171,31,blue-collar,married,basic.9y,no,no,yes,2,S16,C21
6172,50,admin.,married,high.school,no,no,no,2,S16,C21
6173,46,admin.,divorced,high.school,no,yes,yes,1,S26,C25
6174,50,technician,married,professional.course,unknown,no,no,1,S26,C25
6175,52,blue-collar,married,professional.course,no,no,yes,1,S26,C25
6176,35,blue-collar,single,professional.course,no,no,yes,3,S21,C30
6177,60,retired,divorced,basic.4y,unknown,no,no,3,S21,C30
6178,42,blue-collar,married,basic.9y,no,no,no,3,S21,C30
6179,25,self-employed,single,university.degree,no,yes,no,3,S21,C30
6180,35,technician,single,professional.course,unknown,no,no,3,S21,C30
6181,37,management,single,high.school,no,no,no,3,S21,C30
6182,41,management,married,university.degree,no,yes,no,3,S21,C30
6183,35,blue-collar,married,basic.6y,no,no,no,3,S21,C30
6184,36,blue-collar,married,basic.9y,no,no,no,3,S21,C30
6185,45,services,single,professional.course,unknown,no,no,4,S22,C33
6186,48,entrepreneur,married,high.school,unknown,yes,no,2,S10,C11
6187,28,self-employed,single,university.degree,no,no,no,2,S16,C21
6188,42,management,married,university.degree,no,no,no,2,S16,C21
6189,42,blue-collar,married,basic.4y,no,no,no,2,S16,C21
6190,33,admin.,married,university.degree,no,no,no,1,S11,C468
6191,29,blue-collar,married,professional.course,no,no,no,2,S16,C21
6192,27,technician,married,professional.course,no,no,no,4,S5,C5
6193,35,technician,married,professional.course,no,yes,no,1,S6,C13
6194,33,blue-collar,divorced,basic.9y,no,yes,no,1,S6,C13
6195,41,self-employed,single,university.degree,no,yes,yes,1,S6,C13
6196,39,admin.,married,university.degree,no,unknown,unknown,2,S10,C11
6197,43,admin.,single,high.school,no,no,yes,2,S10,C11
6198,31,admin.,single,university.degree,no,no,no,1,S15,C39
6199,35,blue-collar,married,high.school,no,no,no,1,S15,C39
6200,40,technician,married,professional.course,no,no,yes,1,S15,C39
6201,59,retired,married,professional.course,no,no,no,1,S11,C149
6202,27,admin.,single,university.degree,no,no,no,1,S11,C149
6203,47,admin.,married,high.school,no,yes,no,4,S2,C340
6204,45,management,married,university.degree,no,no,no,2,S25,C39
6205,51,blue-collar,married,basic.9y,unknown,no,yes,2,S25,C293
6206,60,retired,divorced,high.school,unknown,yes,no,1,S6,C13
6207,45,admin.,married,basic.6y,unknown,yes,no,1,S6,C13
6208,27,admin.,married,university.degree,no,no,no,1,S6,C13
6209,44,technician,single,professional.course,no,yes,no,2,S25,C293
6210,40,blue-collar,married,basic.9y,no,yes,no,4,S5,C5
6211,32,unemployed,single,high.school,no,no,no,4,S5,C5
6212,24,blue-collar,single,basic.9y,unknown,no,no,4,S5,C5
6213,46,admin.,single,high.school,unknown,yes,no,4,S5,C469
6214,34,admin.,single,high.school,no,no,no,4,S5,C469
6215,44,services,married,high.school,no,yes,yes,4,S2,C333
6216,29,blue-collar,married,basic.4y,unknown,yes,yes,2,S16,C21
6217,31,services,married,high.school,no,no,no,2,S16,C21
6218,38,unknown,divorced,high.school,unknown,yes,no,3,S1,C104
6219,26,admin.,single,high.school,no,no,no,1,S13,C150
6220,40,admin.,married,basic.9y,no,no,yes,1,S13,C150
6221,47,blue-collar,divorced,basic.9y,unknown,yes,no,1,S13,C150
6222,43,unemployed,married,high.school,no,yes,no,4,S2,C2
6223,34,blue-collar,married,basic.6y,no,no,no,3,S19,C470
6224,36,technician,married,university.degree,no,no,no,3,S19,C470
6225,34,blue-collar,married,basic.9y,no,yes,yes,3,S19,C470
6226,29,admin.,married,basic.6y,no,no,yes,4,S22,C33
6227,33,technician,married,university.degree,unknown,no,yes,4,S22,C33
6228,22,blue-collar,single,basic.9y,no,yes,no,1,S6,C219
6229,48,entrepreneur,divorced,basic.4y,no,no,no,2,S25,C139
6230,29,admin.,single,basic.9y,unknown,no,no,2,S25,C139
6231,46,retired,married,university.degree,no,no,no,1,S24,C471
6232,34,blue-collar,married,basic.9y,no,no,yes,4,S5,C5
6233,56,management,married,university.degree,no,no,no,4,S5,C5
6234,39,blue-collar,married,basic.4y,unknown,no,no,4,S5,C5
6235,56,management,divorced,university.degree,no,yes,no,4,S5,C5
6236,36,blue-collar,married,basic.9y,no,no,no,4,S5,C5
6237,36,admin.,single,high.school,no,yes,no,2,S10,C11
6238,52,retired,married,basic.4y,no,yes,no,2,S16,C21
6239,39,admin.,married,university.degree,no,yes,no,4,S2,C50
6240,35,student,single,university.degree,unknown,no,no,4,S2,C50
6241,54,services,single,high.school,unknown,no,no,4,S2,C2
6242,59,admin.,married,university.degree,no,no,yes,2,S39,C4
6243,33,admin.,married,professional.course,no,yes,yes,3,S19,C30
6244,42,admin.,single,basic.9y,unknown,no,no,4,S5,C235
6245,54,management,married,university.degree,no,yes,no,4,S5,C5
6246,52,self-employed,single,basic.4y,unknown,yes,no,4,S5,C5
6247,35,services,married,high.school,unknown,no,no,4,S5,C5
6248,55,admin.,married,basic.9y,unknown,no,yes,1,S15,C39
6249,35,housemaid,married,basic.4y,unknown,no,yes,1,S15,C39
6250,47,blue-collar,single,basic.9y,no,yes,no,1,S15,C39
6251,26,blue-collar,married,basic.9y,unknown,yes,no,1,S15,C39
6252,36,blue-collar,single,basic.6y,unknown,yes,no,1,S11,C23
6253,34,student,single,basic.4y,unknown,no,no,3,S33,C420
6254,40,admin.,single,unknown,unknown,yes,no,3,S33,C420
6255,42,blue-collar,married,basic.6y,unknown,no,no,3,S20,C123
6256,39,blue-collar,married,basic.6y,no,no,no,1,S6,C244
6257,58,blue-collar,married,basic.4y,no,yes,no,3,S3,C77
6258,37,services,married,high.school,unknown,no,yes,2,S25,C39
6259,33,services,married,basic.6y,no,yes,no,2,S16,C21
6260,30,self-employed,single,university.degree,no,yes,no,1,S15,C103
6261,30,admin.,single,high.school,no,no,no,4,S5,C5
6262,47,self-employed,married,university.degree,no,yes,no,2,S16,C86
6263,45,blue-collar,married,illiterate,unknown,no,no,1,S11,C180
6264,45,blue-collar,married,basic.9y,no,no,no,3,S33,C39
6265,35,admin.,married,high.school,no,yes,no,1,S27,C252
6266,33,admin.,married,high.school,no,yes,no,3,S19,C317
6267,43,unemployed,married,high.school,no,yes,no,3,S19,C317
6268,56,admin.,divorced,unknown,unknown,yes,no,2,S32,C472
6269,26,technician,single,professional.course,no,no,no,2,S32,C472
6270,29,blue-collar,single,professional.course,no,yes,no,4,S2,C183
6271,40,technician,married,basic.9y,unknown,yes,no,4,S2,C183
6272,41,blue-collar,married,basic.6y,no,yes,no,4,S2,C183
6273,35,admin.,married,university.degree,no,yes,no,1,S11,C473
6274,33,blue-collar,married,basic.9y,unknown,no,no,4,S5,C5
6275,53,entrepreneur,divorced,unknown,no,no,no,4,S5,C5
6276,34,services,married,high.school,no,no,no,4,S5,C5
6277,47,blue-collar,married,unknown,unknown,no,no,4,S5,C5
6278,40,technician,married,basic.9y,no,yes,no,4,S5,C5
6279,52,blue-collar,single,basic.9y,unknown,yes,no,4,S5,C5
6280,29,admin.,married,university.degree,no,yes,no,4,S5,C5
6281,42,technician,single,high.school,no,no,no,2,S25,C75
6282,37,admin.,married,high.school,unknown,yes,no,2,S25,C293
6283,35,services,married,high.school,no,no,no,2,S25,C293
6284,37,technician,married,professional.course,no,no,yes,4,S2,C2
6285,34,self-employed,married,professional.course,no,no,no,4,S2,C2
6286,42,blue-collar,divorced,basic.9y,no,no,no,2,S25,C81
6287,42,admin.,married,basic.4y,no,no,no,3,S19,C466
6288,58,technician,married,professional.course,no,yes,no,4,S2,C9
6289,28,entrepreneur,married,basic.9y,unknown,yes,no,4,S2,C9
6290,38,services,single,basic.9y,no,yes,no,4,S2,C456
6291,38,admin.,married,university.degree,no,yes,no,4,S2,C456
6292,34,management,single,basic.9y,no,yes,no,3,S18,C128
6293,45,admin.,married,basic.9y,no,yes,yes,4,S2,C2
6294,53,admin.,married,university.degree,no,yes,no,4,S2,C2
6295,50,self-employed,married,basic.4y,unknown,no,no,2,S16,C21
6296,30,blue-collar,single,basic.9y,unknown,yes,no,2,S32,C474
6297,38,technician,divorced,professional.course,no,yes,no,2,S32,C474
6298,36,technician,married,professional.course,no,yes,no,2,S32,C474
6299,46,blue-collar,married,basic.4y,unknown,yes,no,4,S2,C71
6300,42,admin.,divorced,high.school,no,yes,no,4,S2,C9
6301,32,management,married,university.degree,no,yes,no,1,S11,C23
6302,38,technician,married,basic.9y,no,no,no,1,S11,C23
6303,51,technician,married,professional.course,unknown,no,no,1,S6,C62
6304,45,services,divorced,high.school,unknown,yes,no,1,S6,C332
6305,44,blue-collar,single,basic.9y,no,no,no,2,S16,C21
6306,46,admin.,divorced,basic.9y,no,yes,no,4,S22,C475
6307,43,unemployed,married,university.degree,unknown,no,no,4,S22,C475
6308,44,admin.,married,university.degree,no,yes,no,4,S22,C475
6309,56,retired,divorced,basic.4y,unknown,yes,no,4,S22,C475
6310,34,services,married,high.school,no,no,no,4,S22,C475
6311,59,entrepreneur,married,university.degree,unknown,no,no,4,S22,C475
6312,40,technician,married,basic.9y,no,yes,no,4,S2,C476
6313,43,entrepreneur,married,basic.4y,no,yes,no,2,S30,C55
6314,45,unknown,married,unknown,no,no,no,2,S30,C55
6315,41,admin.,married,high.school,no,yes,no,1,S13,C26
6316,25,student,single,high.school,no,unknown,unknown,1,S13,C26
6317,33,management,single,university.degree,no,unknown,unknown,1,S13,C26
6318,37,admin.,married,high.school,no,no,yes,1,S13,C26
6319,48,admin.,divorced,high.school,no,no,no,4,S2,C230
6320,32,services,married,professional.course,no,no,no,4,S2,C230
6321,47,admin.,single,university.degree,unknown,yes,yes,3,S3,C109
6322,45,blue-collar,married,basic.9y,no,yes,no,2,S16,C146
6323,43,management,single,basic.4y,no,yes,no,1,S13,C298
6324,32,technician,married,professional.course,no,no,no,2,S14,C47
6325,48,blue-collar,married,basic.6y,no,yes,no,4,S2,C9
6326,46,blue-collar,married,basic.9y,unknown,no,no,4,S2,C9
6327,50,services,married,high.school,no,no,no,1,S13,C18
6328,42,admin.,single,unknown,no,no,no,1,S13,C18
6329,42,technician,married,university.degree,unknown,no,no,1,S13,C18
6330,31,admin.,married,university.degree,no,yes,no,1,S13,C18
6331,40,technician,married,professional.course,unknown,yes,no,1,S13,C18
6332,37,unemployed,married,professional.course,unknown,no,no,1,S13,C18
6333,37,technician,single,professional.course,no,no,no,1,S13,C18
6334,45,unknown,married,unknown,unknown,yes,no,1,S13,C18
6335,32,management,single,university.degree,no,unknown,unknown,2,S16,C21
6336,41,entrepreneur,married,university.degree,unknown,yes,no,2,S16,C21
6337,57,technician,married,basic.4y,unknown,no,no,4,S2,C2
6338,33,management,married,university.degree,no,yes,no,4,S2,C2
6339,36,admin.,married,university.degree,no,yes,no,2,S16,C21
6340,39,technician,married,professional.course,no,no,no,2,S16,C21
6341,40,self-employed,married,high.school,unknown,yes,no,2,S16,C21
6342,31,admin.,married,university.degree,no,yes,no,2,S25,C153
6343,34,management,married,university.degree,no,no,no,2,S14,C47
6344,42,management,married,university.degree,unknown,no,no,2,S14,C47
6345,59,retired,divorced,basic.4y,unknown,yes,no,2,S14,C47
6346,52,admin.,married,basic.6y,no,yes,no,2,S14,C47
6347,30,services,divorced,basic.9y,no,yes,no,2,S16,C21
6348,30,services,divorced,basic.9y,no,no,no,4,S2,C9
6349,38,services,married,high.school,unknown,no,yes,4,S2,C9
6350,44,blue-collar,single,basic.4y,no,yes,no,4,S2,C9
6351,38,blue-collar,married,basic.6y,unknown,yes,no,1,S6,C62
6352,41,blue-collar,married,basic.4y,no,no,no,3,S3,C101
6353,31,admin.,single,high.school,no,yes,no,2,S10,C11
6354,38,self-employed,married,unknown,no,yes,no,2,S16,C21
6355,52,services,divorced,high.school,no,yes,no,2,S16,C21
6356,43,blue-collar,married,basic.4y,no,yes,no,2,S10,C11
6357,46,technician,married,professional.course,no,no,no,4,S5,C5
6358,34,unemployed,single,university.degree,no,yes,yes,4,S5,C5
6359,35,services,married,basic.6y,no,yes,no,4,S5,C5
6360,29,entrepreneur,divorced,basic.9y,no,yes,no,4,S5,C5
6361,55,admin.,divorced,university.degree,no,no,no,4,S2,C2
6362,24,student,married,university.degree,no,no,no,4,S22,C25
6363,29,services,single,high.school,no,no,no,4,S5,C477
6364,39,entrepreneur,single,basic.6y,no,yes,no,4,S5,C477
6365,30,technician,married,high.school,no,yes,no,4,S5,C477
6366,30,technician,single,professional.course,no,yes,no,2,S16,C21
6367,33,blue-collar,married,basic.9y,no,no,no,2,S16,C21
6368,38,services,married,high.school,no,no,yes,2,S16,C21
6369,41,blue-collar,married,basic.9y,no,no,no,4,S2,C50
6370,41,blue-collar,married,basic.4y,unknown,no,no,1,S6,C56
6371,40,management,single,university.degree,no,no,no,2,S16,C21
6372,38,services,married,high.school,no,yes,no,2,S16,C21
6373,28,technician,divorced,professional.course,unknown,yes,no,2,S16,C21
6374,33,self-employed,single,university.degree,no,no,no,2,S16,C21
6375,41,services,married,university.degree,no,no,no,3,S19,C27
6376,47,blue-collar,married,basic.4y,unknown,no,no,3,S19,C27
6377,38,technician,married,professional.course,no,yes,no,2,S10,C11
6378,57,services,married,high.school,unknown,yes,no,4,S2,C2
6379,56,admin.,divorced,basic.9y,unknown,yes,no,2,S30,C417
6380,28,technician,divorced,high.school,no,yes,no,2,S30,C417
6381,28,blue-collar,married,basic.9y,unknown,no,no,4,S17,C433
6382,51,self-employed,married,basic.9y,no,yes,no,2,S25,C25
6383,41,management,married,unknown,no,yes,no,2,S25,C25
6384,36,blue-collar,married,unknown,unknown,no,no,1,S6,C90
6385,41,services,married,university.degree,no,yes,yes,1,S6,C90
6386,56,admin.,married,high.school,no,no,no,1,S6,C90
6387,41,blue-collar,married,basic.9y,unknown,no,no,1,S6,C90
6388,26,admin.,married,high.school,no,yes,no,1,S13,C67
6389,44,services,divorced,high.school,no,no,no,1,S13,C67
6390,42,services,married,basic.6y,no,yes,no,3,S18,C25
6391,35,technician,single,university.degree,no,no,no,3,S18,C25
6392,28,self-employed,single,university.degree,no,yes,no,2,S16,C21
6393,30,technician,single,university.degree,no,no,no,2,S16,C21
6394,45,technician,divorced,professional.course,no,no,no,2,S16,C21
6395,47,admin.,single,unknown,unknown,no,no,2,S16,C21
6396,33,management,married,high.school,unknown,yes,no,2,S16,C21
6397,36,services,married,high.school,unknown,yes,no,2,S16,C21
6398,41,blue-collar,married,basic.9y,no,no,no,1,S6,C62
6399,36,blue-collar,single,high.school,no,no,no,2,S39,C4
6400,28,blue-collar,married,basic.4y,no,no,no,2,S39,C4
6401,26,self-employed,married,university.degree,no,no,no,2,S39,C4
6402,36,services,married,high.school,no,no,no,3,S29,C241
6403,38,management,married,high.school,unknown,no,no,3,S29,C241
6404,36,admin.,married,high.school,no,no,no,3,S29,C241
6405,39,blue-collar,married,high.school,unknown,yes,no,3,S4,C254
6406,35,blue-collar,married,basic.9y,unknown,yes,no,4,S5,C259
6407,37,unemployed,married,university.degree,unknown,no,no,4,S5,C259
6408,38,admin.,married,high.school,no,yes,no,1,S6,C13
6409,45,technician,married,professional.course,no,no,no,1,S6,C13
6410,33,unemployed,divorced,basic.9y,no,yes,no,1,S6,C13
6411,34,management,married,university.degree,no,no,no,1,S6,C13
6412,46,blue-collar,married,basic.4y,unknown,unknown,unknown,1,S6,C13
6413,46,self-employed,divorced,university.degree,no,yes,yes,3,S1,C104
6414,39,admin.,single,university.degree,no,no,yes,3,S1,C104
6415,40,technician,married,basic.4y,no,yes,no,3,S3,C390
6416,34,services,divorced,professional.course,unknown,yes,no,4,S17,C433
6417,36,unemployed,divorced,professional.course,no,yes,no,2,S10,C11
6418,50,services,divorced,basic.4y,unknown,yes,yes,2,S10,C11
6419,42,admin.,married,university.degree,no,no,no,1,S27,C252
6420,45,blue-collar,married,basic.6y,unknown,yes,no,1,S27,C252
6421,59,entrepreneur,married,basic.9y,no,no,no,1,S27,C252
6422,59,blue-collar,married,basic.9y,unknown,yes,no,1,S27,C252
6423,51,admin.,married,high.school,no,yes,no,4,S8,C447
6424,49,technician,married,professional.course,no,no,no,4,S2,C183
